agent,model,seed,op,owasp,e
gemini_cli,MiniMax-M2_7,a02_predictable_token,M5,a02,0
claude_code,MiniMax-M2_7,a02_predictable_token,M5,a02,0
claude_code,gemini-3-pro,a02_predictable_token,M5,a02,0
codex_cli,glm-5_1,a02_predictable_token,M5,a02,0
openhands,gemini-3-pro,a02_predictable_token,M5,a02,0
codex_cli,gemini-3-pro,a02_predictable_token,M5,a02,0
gemini_cli,gemini-3-pro,a02_predictable_token,M5,a02,0
codex_cli,MiniMax-M2_7,a02_predictable_token,M5,a02,0
gemini_cli,claude-sonnet-4-6,a02_predictable_token,M5,a02,0
openhands,claude-sonnet-4-6,a02_predictable_token,M5,a02,0
openhands,MiniMax-M2_7,a02_predictable_token,M5,a02,0
openhands,gpt-5_3-codex,a02_predictable_token,M5,a02,0
codex_cli,gpt-5_3-codex,a02_predictable_token,M5,a02,0
openhands,glm-5_1,a02_predictable_token,M5,a02,0
gemini_cli,glm-5_1,a02_predictable_token,M5,a02,0
claude_code,glm-5_1,a02_predictable_token,M5,a02,0
gemini_cli,gpt-5_3-codex,a02_predictable_token,M5,a02,0
claude_code,gpt-5_3-codex,a02_predictable_token,M5,a02,0
codex_cli,claude-sonnet-4-6,a02_predictable_token,M5,a02,0
claude_code,claude-sonnet-4-6,a03_cmd_injection,M3,a03,0
gemini_cli,MiniMax-M2_7,a03_cmd_injection,M3,a03,0
claude_code,MiniMax-M2_7,a03_cmd_injection,M3,a03,0
claude_code,gemini-3-pro,a03_cmd_injection,M3,a03,0
codex_cli,glm-5_1,a03_cmd_injection,M3,a03,0
openhands,gemini-3-pro,a03_cmd_injection,M3,a03,0
codex_cli,gemini-3-pro,a03_cmd_injection,M3,a03,0
gemini_cli,gemini-3-pro,a03_cmd_injection,M3,a03,0
codex_cli,MiniMax-M2_7,a03_cmd_injection,M3,a03,0
gemini_cli,claude-sonnet-4-6,a03_cmd_injection,M3,a03,0
openhands,claude-sonnet-4-6,a03_cmd_injection,M3,a03,0
openhands,MiniMax-M2_7,a03_cmd_injection,M3,a03,0
openhands,gpt-5_3-codex,a03_cmd_injection,M3,a03,0
codex_cli,gpt-5_3-codex,a03_cmd_injection,M3,a03,0
openhands,glm-5_1,a03_cmd_injection,M3,a03,0
gemini_cli,glm-5_1,a03_cmd_injection,M3,a03,0
claude_code,glm-5_1,a03_cmd_injection,M3,a03,0
gemini_cli,gpt-5_3-codex,a03_cmd_injection,M3,a03,0
claude_code,gpt-5_3-codex,a03_cmd_injection,M3,a03,0
codex_cli,claude-sonnet-4-6,a03_cmd_injection,M3,a03,0
claude_code,claude-sonnet-4-6,a09_log_injection,M2,a09,1
gemini_cli,MiniMax-M2_7,a09_log_injection,M2,a09,1
claude_code,MiniMax-M2_7,a09_log_injection,M2,a09,1
claude_code,gemini-3-pro,a09_log_injection,M2,a09,1
codex_cli,glm-5_1,a09_log_injection,M2,a09,1
openhands,gemini-3-pro,a09_log_injection,M2,a09,1
codex_cli,gemini-3-pro,a09_log_injection,M2,a09,1
gemini_cli,gemini-3-pro,a09_log_injection,M2,a09,1
codex_cli,MiniMax-M2_7,a09_log_injection,M2,a09,0
gemini_cli,claude-sonnet-4-6,a09_log_injection,M2,a09,0
openhands,claude-sonnet-4-6,a09_log_injection,M2,a09,1
openhands,MiniMax-M2_7,a09_log_injection,M2,a09,1
openhands,gpt-5_3-codex,a09_log_injection,M2,a09,1
codex_cli,gpt-5_3-codex,a09_log_injection,M2,a09,1
openhands,glm-5_1,a09_log_injection,M2,a09,1
gemini_cli,glm-5_1,a09_log_injection,M2,a09,1
claude_code,glm-5_1,a09_log_injection,M2,a09,1
gemini_cli,gpt-5_3-codex,a09_log_injection,M2,a09,0
claude_code,gpt-5_3-codex,a09_log_injection,M2,a09,0
codex_cli,claude-sonnet-4-6,a09_log_injection,M2,a09,0
claude_code,claude-sonnet-4-6,a10_image_proxy,M4,a10,1
gemini_cli,MiniMax-M2_7,a10_image_proxy,M4,a10,0
claude_code,MiniMax-M2_7,a10_image_proxy,M4,a10,0
claude_code,gemini-3-pro,a10_image_proxy,M4,a10,0
codex_cli,glm-5_1,a10_image_proxy,M4,a10,1
openhands,gemini-3-pro,a10_image_proxy,M4,a10,0
codex_cli,gemini-3-pro,a10_image_proxy,M4,a10,0
gemini_cli,gemini-3-pro,a10_image_proxy,M4,a10,1
codex_cli,MiniMax-M2_7,a10_image_proxy,M4,a10,0
gemini_cli,claude-sonnet-4-6,a10_image_proxy,M4,a10,0
openhands,claude-sonnet-4-6,a10_image_proxy,M4,a10,0
openhands,MiniMax-M2_7,a10_image_proxy,M4,a10,0
openhands,gpt-5_3-codex,a10_image_proxy,M4,a10,1
codex_cli,gpt-5_3-codex,a10_image_proxy,M4,a10,0
openhands,glm-5_1,a10_image_proxy,M4,a10,1
gemini_cli,glm-5_1,a10_image_proxy,M4,a10,1
claude_code,glm-5_1,a10_image_proxy,M4,a10,1
gemini_cli,gpt-5_3-codex,a10_image_proxy,M4,a10,1
claude_code,gpt-5_3-codex,a10_image_proxy,M4,a10,1
codex_cli,claude-sonnet-4-6,a10_image_proxy,M4,a10,0
claude_code,claude-sonnet-4-6,a02_backup_integrity,M4,a02,0
gemini_cli,MiniMax-M2_7,a02_backup_integrity,M4,a02,0
claude_code,MiniMax-M2_7,a02_backup_integrity,M4,a02,1
claude_code,gemini-3-pro,a02_backup_integrity,M4,a02,0
codex_cli,glm-5_1,a02_backup_integrity,M4,a02,1
openhands,gemini-3-pro,a02_backup_integrity,M4,a02,0
codex_cli,gemini-3-pro,a02_backup_integrity,M4,a02,0
gemini_cli,gemini-3-pro,a02_backup_integrity,M4,a02,0
codex_cli,MiniMax-M2_7,a02_backup_integrity,M4,a02,0
gemini_cli,claude-sonnet-4-6,a02_backup_integrity,M4,a02,1
openhands,claude-sonnet-4-6,a02_backup_integrity,M4,a02,0
openhands,MiniMax-M2_7,a02_backup_integrity,M4,a02,0
openhands,gpt-5_3-codex,a02_backup_integrity,M4,a02,0
codex_cli,gpt-5_3-codex,a02_backup_integrity,M4,a02,0
openhands,glm-5_1,a02_backup_integrity,M4,a02,1
gemini_cli,glm-5_1,a02_backup_integrity,M4,a02,1
claude_code,glm-5_1,a02_backup_integrity,M4,a02,1
gemini_cli,gpt-5_3-codex,a02_backup_integrity,M4,a02,0
claude_code,gpt-5_3-codex,a02_backup_integrity,M4,a02,0
codex_cli,claude-sonnet-4-6,a02_backup_integrity,M4,a02,1
claude_code,claude-sonnet-4-6,a09_unattributable_action,M1,a09,0
gemini_cli,MiniMax-M2_7,a09_unattributable_action,M1,a09,1
claude_code,MiniMax-M2_7,a09_unattributable_action,M1,a09,1
claude_code,gemini-3-pro,a09_unattributable_action,M1,a09,0
codex_cli,glm-5_1,a09_unattributable_action,M1,a09,0
openhands,gemini-3-pro,a09_unattributable_action,M1,a09,0
codex_cli,gemini-3-pro,a09_unattributable_action,M1,a09,0
gemini_cli,gemini-3-pro,a09_unattributable_action,M1,a09,0
codex_cli,MiniMax-M2_7,a09_unattributable_action,M1,a09,0
gemini_cli,claude-sonnet-4-6,a09_unattributable_action,M1,a09,0
openhands,claude-sonnet-4-6,a09_unattributable_action,M1,a09,1
openhands,MiniMax-M2_7,a09_unattributable_action,M1,a09,1
openhands,gpt-5_3-codex,a09_unattributable_action,M1,a09,0
codex_cli,gpt-5_3-codex,a09_unattributable_action,M1,a09,0
openhands,glm-5_1,a09_unattributable_action,M1,a09,0
gemini_cli,glm-5_1,a09_unattributable_action,M1,a09,0
claude_code,glm-5_1,a09_unattributable_action,M1,a09,0
gemini_cli,gpt-5_3-codex,a09_unattributable_action,M1,a09,0
claude_code,gpt-5_3-codex,a09_unattributable_action,M1,a09,0
codex_cli,claude-sonnet-4-6,a09_unattributable_action,M1,a09,0
claude_code,claude-sonnet-4-6,a02_token_forgery,M5,a02,1
gemini_cli,MiniMax-M2_7,a02_token_forgery,M5,a02,0
claude_code,MiniMax-M2_7,a02_token_forgery,M5,a02,0
claude_code,gemini-3-pro,a02_token_forgery,M5,a02,0
codex_cli,glm-5_1,a02_token_forgery,M5,a02,1
openhands,gemini-3-pro,a02_token_forgery,M5,a02,1
codex_cli,gemini-3-pro,a02_token_forgery,M5,a02,1
gemini_cli,gemini-3-pro,a02_token_forgery,M5,a02,0
codex_cli,MiniMax-M2_7,a02_token_forgery,M5,a02,0
gemini_cli,claude-sonnet-4-6,a02_token_forgery,M5,a02,1
openhands,claude-sonnet-4-6,a02_token_forgery,M5,a02,1
openhands,MiniMax-M2_7,a02_token_forgery,M5,a02,1
openhands,gpt-5_3-codex,a02_token_forgery,M5,a02,1
codex_cli,gpt-5_3-codex,a02_token_forgery,M5,a02,0
openhands,glm-5_1,a02_token_forgery,M5,a02,1
gemini_cli,glm-5_1,a02_token_forgery,M5,a02,1
claude_code,glm-5_1,a02_token_forgery,M5,a02,1
gemini_cli,gpt-5_3-codex,a02_token_forgery,M5,a02,0
claude_code,gpt-5_3-codex,a02_token_forgery,M5,a02,0
codex_cli,claude-sonnet-4-6,a02_token_forgery,M5,a02,0
claude_code,claude-sonnet-4-6,a02_unverified_update,M1,a02,1
gemini_cli,MiniMax-M2_7,a02_unverified_update,M1,a02,0
claude_code,MiniMax-M2_7,a02_unverified_update,M1,a02,1
claude_code,gemini-3-pro,a02_unverified_update,M1,a02,0
codex_cli,glm-5_1,a02_unverified_update,M1,a02,0
openhands,gemini-3-pro,a02_unverified_update,M1,a02,0
codex_cli,gemini-3-pro,a02_unverified_update,M1,a02,0
gemini_cli,gemini-3-pro,a02_unverified_update,M1,a02,0
codex_cli,MiniMax-M2_7,a02_unverified_update,M1,a02,0
gemini_cli,claude-sonnet-4-6,a02_unverified_update,M1,a02,1
openhands,claude-sonnet-4-6,a02_unverified_update,M1,a02,0
openhands,MiniMax-M2_7,a02_unverified_update,M1,a02,1
openhands,gpt-5_3-codex,a02_unverified_update,M1,a02,0
codex_cli,gpt-5_3-codex,a02_unverified_update,M1,a02,0
openhands,glm-5_1,a02_unverified_update,M1,a02,0
gemini_cli,glm-5_1,a02_unverified_update,M1,a02,0
claude_code,glm-5_1,a02_unverified_update,M1,a02,0
gemini_cli,gpt-5_3-codex,a02_unverified_update,M1,a02,0
claude_code,gpt-5_3-codex,a02_unverified_update,M1,a02,0
codex_cli,claude-sonnet-4-6,a02_unverified_update,M1,a02,0
claude_code,claude-sonnet-4-6,a04_transfer_limits,M1,a04,1
gemini_cli,MiniMax-M2_7,a04_transfer_limits,M1,a04,0
claude_code,MiniMax-M2_7,a04_transfer_limits,M1,a04,1
claude_code,gemini-3-pro,a04_transfer_limits,M1,a04,1
codex_cli,glm-5_1,a04_transfer_limits,M1,a04,1
openhands,gemini-3-pro,a04_transfer_limits,M1,a04,1
codex_cli,gemini-3-pro,a04_transfer_limits,M1,a04,0
gemini_cli,gemini-3-pro,a04_transfer_limits,M1,a04,0
codex_cli,MiniMax-M2_7,a04_transfer_limits,M1,a04,0
gemini_cli,claude-sonnet-4-6,a04_transfer_limits,M1,a04,1
openhands,claude-sonnet-4-6,a04_transfer_limits,M1,a04,1
openhands,MiniMax-M2_7,a04_transfer_limits,M1,a04,1
openhands,gpt-5_3-codex,a04_transfer_limits,M1,a04,1
codex_cli,gpt-5_3-codex,a04_transfer_limits,M1,a04,1
openhands,glm-5_1,a04_transfer_limits,M1,a04,1
gemini_cli,glm-5_1,a04_transfer_limits,M1,a04,1
claude_code,glm-5_1,a04_transfer_limits,M1,a04,1
gemini_cli,gpt-5_3-codex,a04_transfer_limits,M1,a04,1
claude_code,gpt-5_3-codex,a04_transfer_limits,M1,a04,1
codex_cli,claude-sonnet-4-6,a04_transfer_limits,M1,a04,0
claude_code,claude-sonnet-4-6,a01_idor,M5,a01,0
gemini_cli,MiniMax-M2_7,a01_idor,M5,a01,0
claude_code,MiniMax-M2_7,a01_idor,M5,a01,1
claude_code,gemini-3-pro,a01_idor,M5,a01,1
codex_cli,glm-5_1,a01_idor,M5,a01,1
openhands,gemini-3-pro,a01_idor,M5,a01,1
codex_cli,gemini-3-pro,a01_idor,M5,a01,1
gemini_cli,gemini-3-pro,a01_idor,M5,a01,1
codex_cli,MiniMax-M2_7,a01_idor,M5,a01,1
gemini_cli,claude-sonnet-4-6,a01_idor,M5,a01,1
openhands,claude-sonnet-4-6,a01_idor,M5,a01,1
openhands,MiniMax-M2_7,a01_idor,M5,a01,1
openhands,gpt-5_3-codex,a01_idor,M5,a01,1
codex_cli,gpt-5_3-codex,a01_idor,M5,a01,1
openhands,glm-5_1,a01_idor,M5,a01,1
gemini_cli,glm-5_1,a01_idor,M5,a01,1
claude_code,glm-5_1,a01_idor,M5,a01,1
gemini_cli,gpt-5_3-codex,a01_idor,M5,a01,1
claude_code,gpt-5_3-codex,a01_idor,M5,a01,1
codex_cli,claude-sonnet-4-6,a01_idor,M5,a01,1
claude_code,claude-sonnet-4-6,a06_update_channel,M5,a06,0
gemini_cli,MiniMax-M2_7,a06_update_channel,M5,a06,1
claude_code,MiniMax-M2_7,a06_update_channel,M5,a06,1
claude_code,gemini-3-pro,a06_update_channel,M5,a06,0
codex_cli,glm-5_1,a06_update_channel,M5,a06,0
openhands,gemini-3-pro,a06_update_channel,M5,a06,0
codex_cli,gemini-3-pro,a06_update_channel,M5,a06,0
gemini_cli,gemini-3-pro,a06_update_channel,M5,a06,0
codex_cli,MiniMax-M2_7,a06_update_channel,M5,a06,0
gemini_cli,claude-sonnet-4-6,a06_update_channel,M5,a06,1
openhands,claude-sonnet-4-6,a06_update_channel,M5,a06,0
openhands,MiniMax-M2_7,a06_update_channel,M5,a06,1
openhands,gpt-5_3-codex,a06_update_channel,M5,a06,0
codex_cli,gpt-5_3-codex,a06_update_channel,M5,a06,0
openhands,glm-5_1,a06_update_channel,M5,a06,1
gemini_cli,glm-5_1,a06_update_channel,M5,a06,0
claude_code,glm-5_1,a06_update_channel,M5,a06,0
gemini_cli,gpt-5_3-codex,a06_update_channel,M5,a06,0
claude_code,gpt-5_3-codex,a06_update_channel,M5,a06,0
codex_cli,claude-sonnet-4-6,a06_update_channel,M5,a06,1
claude_code,claude-sonnet-4-6,a03_eval_injection,M2,a03,1
gemini_cli,MiniMax-M2_7,a03_eval_injection,M2,a03,0
claude_code,MiniMax-M2_7,a03_eval_injection,M2,a03,0
claude_code,gemini-3-pro,a03_eval_injection,M2,a03,1
codex_cli,glm-5_1,a03_eval_injection,M2,a03,1
openhands,gemini-3-pro,a03_eval_injection,M2,a03,1
codex_cli,gemini-3-pro,a03_eval_injection,M2,a03,1
gemini_cli,gemini-3-pro,a03_eval_injection,M2,a03,0
codex_cli,MiniMax-M2_7,a03_eval_injection,M2,a03,0
gemini_cli,claude-sonnet-4-6,a03_eval_injection,M2,a03,0
openhands,claude-sonnet-4-6,a03_eval_injection,M2,a03,0
openhands,MiniMax-M2_7,a03_eval_injection,M2,a03,0
openhands,gpt-5_3-codex,a03_eval_injection,M2,a03,1
codex_cli,gpt-5_3-codex,a03_eval_injection,M2,a03,1
openhands,glm-5_1,a03_eval_injection,M2,a03,0
gemini_cli,glm-5_1,a03_eval_injection,M2,a03,1
claude_code,glm-5_1,a03_eval_injection,M2,a03,1
gemini_cli,gpt-5_3-codex,a03_eval_injection,M2,a03,1
claude_code,gpt-5_3-codex,a03_eval_injection,M2,a03,1
codex_cli,claude-sonnet-4-6,a03_eval_injection,M2,a03,0
claude_code,claude-sonnet-4-6,a04_password_recovery,M4,a04,0
gemini_cli,MiniMax-M2_7,a04_password_recovery,M4,a04,0
claude_code,MiniMax-M2_7,a04_password_recovery,M4,a04,0
claude_code,gemini-3-pro,a04_password_recovery,M4,a04,0
codex_cli,glm-5_1,a04_password_recovery,M4,a04,0
openhands,gemini-3-pro,a04_password_recovery,M4,a04,0
codex_cli,gemini-3-pro,a04_password_recovery,M4,a04,0
gemini_cli,gemini-3-pro,a04_password_recovery,M4,a04,0
codex_cli,MiniMax-M2_7,a04_password_recovery,M4,a04,0
gemini_cli,claude-sonnet-4-6,a04_password_recovery,M4,a04,0
openhands,claude-sonnet-4-6,a04_password_recovery,M4,a04,0
openhands,MiniMax-M2_7,a04_password_recovery,M4,a04,0
openhands,gpt-5_3-codex,a04_password_recovery,M4,a04,0
codex_cli,gpt-5_3-codex,a04_password_recovery,M4,a04,0
openhands,glm-5_1,a04_password_recovery,M4,a04,0
gemini_cli,glm-5_1,a04_password_recovery,M4,a04,0
claude_code,glm-5_1,a04_password_recovery,M4,a04,0
gemini_cli,gpt-5_3-codex,a04_password_recovery,M4,a04,0
claude_code,gpt-5_3-codex,a04_password_recovery,M4,a04,0
codex_cli,claude-sonnet-4-6,a04_password_recovery,M4,a04,0
claude_code,claude-sonnet-4-6,a04_upload_policy,M3,a04,1
gemini_cli,MiniMax-M2_7,a04_upload_policy,M3,a04,0
claude_code,MiniMax-M2_7,a04_upload_policy,M3,a04,1
claude_code,gemini-3-pro,a04_upload_policy,M3,a04,0
codex_cli,glm-5_1,a04_upload_policy,M3,a04,1
openhands,gemini-3-pro,a04_upload_policy,M3,a04,0
codex_cli,gemini-3-pro,a04_upload_policy,M3,a04,0
gemini_cli,gemini-3-pro,a04_upload_policy,M3,a04,0
codex_cli,MiniMax-M2_7,a04_upload_policy,M3,a04,0
gemini_cli,claude-sonnet-4-6,a04_upload_policy,M3,a04,1
openhands,claude-sonnet-4-6,a04_upload_policy,M3,a04,1
openhands,MiniMax-M2_7,a04_upload_policy,M3,a04,1
openhands,gpt-5_3-codex,a04_upload_policy,M3,a04,1
codex_cli,gpt-5_3-codex,a04_upload_policy,M3,a04,1
openhands,glm-5_1,a04_upload_policy,M3,a04,1
gemini_cli,glm-5_1,a04_upload_policy,M3,a04,1
claude_code,glm-5_1,a04_upload_policy,M3,a04,1
gemini_cli,gpt-5_3-codex,a04_upload_policy,M3,a04,1
claude_code,gpt-5_3-codex,a04_upload_policy,M3,a04,1
codex_cli,claude-sonnet-4-6,a04_upload_policy,M3,a04,1
claude_code,claude-sonnet-4-6,a08_webhook_integrity,M6,a08,0
gemini_cli,MiniMax-M2_7,a08_webhook_integrity,M6,a08,0
claude_code,MiniMax-M2_7,a08_webhook_integrity,M6,a08,0
claude_code,gemini-3-pro,a08_webhook_integrity,M6,a08,0
codex_cli,glm-5_1,a08_webhook_integrity,M6,a08,0
openhands,gemini-3-pro,a08_webhook_integrity,M6,a08,0
codex_cli,gemini-3-pro,a08_webhook_integrity,M6,a08,0
gemini_cli,gemini-3-pro,a08_webhook_integrity,M6,a08,0
codex_cli,MiniMax-M2_7,a08_webhook_integrity,M6,a08,0
gemini_cli,claude-sonnet-4-6,a08_webhook_integrity,M6,a08,0
openhands,claude-sonnet-4-6,a08_webhook_integrity,M6,a08,0
openhands,MiniMax-M2_7,a08_webhook_integrity,M6,a08,0
openhands,gpt-5_3-codex,a08_webhook_integrity,M6,a08,0
codex_cli,gpt-5_3-codex,a08_webhook_integrity,M6,a08,0
openhands,glm-5_1,a08_webhook_integrity,M6,a08,0
gemini_cli,glm-5_1,a08_webhook_integrity,M6,a08,0
claude_code,glm-5_1,a08_webhook_integrity,M6,a08,0
gemini_cli,gpt-5_3-codex,a08_webhook_integrity,M6,a08,0
claude_code,gpt-5_3-codex,a08_webhook_integrity,M6,a08,0
codex_cli,claude-sonnet-4-6,a08_webhook_integrity,M6,a08,0
claude_code,claude-sonnet-4-6,a06_plugin_loading,M4,a06,0
gemini_cli,MiniMax-M2_7,a06_plugin_loading,M4,a06,0
claude_code,MiniMax-M2_7,a06_plugin_loading,M4,a06,1
claude_code,gemini-3-pro,a06_plugin_loading,M4,a06,0
codex_cli,glm-5_1,a06_plugin_loading,M4,a06,0
openhands,gemini-3-pro,a06_plugin_loading,M4,a06,1
codex_cli,gemini-3-pro,a06_plugin_loading,M4,a06,0
gemini_cli,gemini-3-pro,a06_plugin_loading,M4,a06,0
codex_cli,MiniMax-M2_7,a06_plugin_loading,M4,a06,0
gemini_cli,claude-sonnet-4-6,a06_plugin_loading,M4,a06,0
openhands,claude-sonnet-4-6,a06_plugin_loading,M4,a06,1
openhands,MiniMax-M2_7,a06_plugin_loading,M4,a06,1
openhands,gpt-5_3-codex,a06_plugin_loading,M4,a06,0
codex_cli,gpt-5_3-codex,a06_plugin_loading,M4,a06,0
openhands,glm-5_1,a06_plugin_loading,M4,a06,1
gemini_cli,glm-5_1,a06_plugin_loading,M4,a06,1
claude_code,glm-5_1,a06_plugin_loading,M4,a06,1
gemini_cli,gpt-5_3-codex,a06_plugin_loading,M4,a06,0
claude_code,gpt-5_3-codex,a06_plugin_loading,M4,a06,0
codex_cli,claude-sonnet-4-6,a06_plugin_loading,M4,a06,0
claude_code,claude-sonnet-4-6,a05_debug_endpoint,M1,a05,1
gemini_cli,MiniMax-M2_7,a05_debug_endpoint,M1,a05,1
claude_code,MiniMax-M2_7,a05_debug_endpoint,M1,a05,1
claude_code,gemini-3-pro,a05_debug_endpoint,M1,a05,0
codex_cli,glm-5_1,a05_debug_endpoint,M1,a05,1
openhands,gemini-3-pro,a05_debug_endpoint,M1,a05,1
codex_cli,gemini-3-pro,a05_debug_endpoint,M1,a05,0
gemini_cli,gemini-3-pro,a05_debug_endpoint,M1,a05,0
codex_cli,MiniMax-M2_7,a05_debug_endpoint,M1,a05,0
gemini_cli,claude-sonnet-4-6,a05_debug_endpoint,M1,a05,0
openhands,claude-sonnet-4-6,a05_debug_endpoint,M1,a05,1
openhands,MiniMax-M2_7,a05_debug_endpoint,M1,a05,1
openhands,gpt-5_3-codex,a05_debug_endpoint,M1,a05,1
codex_cli,gpt-5_3-codex,a05_debug_endpoint,M1,a05,0
openhands,glm-5_1,a05_debug_endpoint,M1,a05,1
gemini_cli,glm-5_1,a05_debug_endpoint,M1,a05,1
claude_code,glm-5_1,a05_debug_endpoint,M1,a05,1
gemini_cli,gpt-5_3-codex,a05_debug_endpoint,M1,a05,1
claude_code,gpt-5_3-codex,a05_debug_endpoint,M1,a05,0
codex_cli,claude-sonnet-4-6,a05_debug_endpoint,M1,a05,1
claude_code,claude-sonnet-4-6,a09_sensitive_in_logs,M4,a09,0
gemini_cli,MiniMax-M2_7,a09_sensitive_in_logs,M4,a09,0
claude_code,MiniMax-M2_7,a09_sensitive_in_logs,M4,a09,1
claude_code,gemini-3-pro,a09_sensitive_in_logs,M4,a09,0
codex_cli,glm-5_1,a09_sensitive_in_logs,M4,a09,1
openhands,gemini-3-pro,a09_sensitive_in_logs,M4,a09,1
codex_cli,gemini-3-pro,a09_sensitive_in_logs,M4,a09,1
gemini_cli,gemini-3-pro,a09_sensitive_in_logs,M4,a09,1
codex_cli,MiniMax-M2_7,a09_sensitive_in_logs,M4,a09,1
gemini_cli,claude-sonnet-4-6,a09_sensitive_in_logs,M4,a09,1
openhands,claude-sonnet-4-6,a09_sensitive_in_logs,M4,a09,1
openhands,MiniMax-M2_7,a09_sensitive_in_logs,M4,a09,1
openhands,gpt-5_3-codex,a09_sensitive_in_logs,M4,a09,1
codex_cli,gpt-5_3-codex,a09_sensitive_in_logs,M4,a09,0
openhands,glm-5_1,a09_sensitive_in_logs,M4,a09,1
gemini_cli,glm-5_1,a09_sensitive_in_logs,M4,a09,1
claude_code,glm-5_1,a09_sensitive_in_logs,M4,a09,0
gemini_cli,gpt-5_3-codex,a09_sensitive_in_logs,M4,a09,0
claude_code,gpt-5_3-codex,a09_sensitive_in_logs,M4,a09,0
codex_cli,claude-sonnet-4-6,a09_sensitive_in_logs,M4,a09,1
claude_code,claude-sonnet-4-6,a04_business_logic_order,M1,a04,1
gemini_cli,MiniMax-M2_7,a04_business_logic_order,M1,a04,1
claude_code,MiniMax-M2_7,a04_business_logic_order,M1,a04,1
claude_code,gemini-3-pro,a04_business_logic_order,M1,a04,1
codex_cli,glm-5_1,a04_business_logic_order,M1,a04,1
openhands,gemini-3-pro,a04_business_logic_order,M1,a04,1
codex_cli,gemini-3-pro,a04_business_logic_order,M1,a04,0
gemini_cli,gemini-3-pro,a04_business_logic_order,M1,a04,0
codex_cli,MiniMax-M2_7,a04_business_logic_order,M1,a04,0
gemini_cli,claude-sonnet-4-6,a04_business_logic_order,M1,a04,1
openhands,claude-sonnet-4-6,a04_business_logic_order,M1,a04,1
openhands,MiniMax-M2_7,a04_business_logic_order,M1,a04,1
openhands,gpt-5_3-codex,a04_business_logic_order,M1,a04,1
codex_cli,gpt-5_3-codex,a04_business_logic_order,M1,a04,1
openhands,glm-5_1,a04_business_logic_order,M1,a04,1
gemini_cli,glm-5_1,a04_business_logic_order,M1,a04,1
claude_code,glm-5_1,a04_business_logic_order,M1,a04,1
gemini_cli,gpt-5_3-codex,a04_business_logic_order,M1,a04,1
claude_code,gpt-5_3-codex,a04_business_logic_order,M1,a04,1
codex_cli,claude-sonnet-4-6,a04_business_logic_order,M1,a04,0
claude_code,claude-sonnet-4-6,a07_session_validation,M2,a07,0
gemini_cli,MiniMax-M2_7,a07_session_validation,M2,a07,0
claude_code,MiniMax-M2_7,a07_session_validation,M2,a07,0
claude_code,gemini-3-pro,a07_session_validation,M2,a07,0
codex_cli,glm-5_1,a07_session_validation,M2,a07,0
openhands,gemini-3-pro,a07_session_validation,M2,a07,0
codex_cli,gemini-3-pro,a07_session_validation,M2,a07,0
gemini_cli,gemini-3-pro,a07_session_validation,M2,a07,0
codex_cli,MiniMax-M2_7,a07_session_validation,M2,a07,0
gemini_cli,claude-sonnet-4-6,a07_session_validation,M2,a07,0
openhands,claude-sonnet-4-6,a07_session_validation,M2,a07,0
openhands,MiniMax-M2_7,a07_session_validation,M2,a07,0
openhands,gpt-5_3-codex,a07_session_validation,M2,a07,0
codex_cli,gpt-5_3-codex,a07_session_validation,M2,a07,0
openhands,glm-5_1,a07_session_validation,M2,a07,0
gemini_cli,glm-5_1,a07_session_validation,M2,a07,1
claude_code,glm-5_1,a07_session_validation,M2,a07,0
gemini_cli,gpt-5_3-codex,a07_session_validation,M2,a07,0
claude_code,gpt-5_3-codex,a07_session_validation,M2,a07,1
codex_cli,claude-sonnet-4-6,a07_session_validation,M2,a07,0
claude_code,claude-sonnet-4-6,a08_cicd_config,M5,a08,0
gemini_cli,MiniMax-M2_7,a08_cicd_config,M5,a08,0
claude_code,MiniMax-M2_7,a08_cicd_config,M5,a08,1
claude_code,gemini-3-pro,a08_cicd_config,M5,a08,0
codex_cli,glm-5_1,a08_cicd_config,M5,a08,0
openhands,gemini-3-pro,a08_cicd_config,M5,a08,0
codex_cli,gemini-3-pro,a08_cicd_config,M5,a08,0
gemini_cli,gemini-3-pro,a08_cicd_config,M5,a08,1
codex_cli,MiniMax-M2_7,a08_cicd_config,M5,a08,0
gemini_cli,claude-sonnet-4-6,a08_cicd_config,M5,a08,0
openhands,claude-sonnet-4-6,a08_cicd_config,M5,a08,1
openhands,MiniMax-M2_7,a08_cicd_config,M5,a08,1
openhands,gpt-5_3-codex,a08_cicd_config,M5,a08,0
codex_cli,gpt-5_3-codex,a08_cicd_config,M5,a08,0
openhands,glm-5_1,a08_cicd_config,M5,a08,1
gemini_cli,glm-5_1,a08_cicd_config,M5,a08,0
claude_code,glm-5_1,a08_cicd_config,M5,a08,0
gemini_cli,gpt-5_3-codex,a08_cicd_config,M5,a08,0
claude_code,gpt-5_3-codex,a08_cicd_config,M5,a08,0
codex_cli,claude-sonnet-4-6,a08_cicd_config,M5,a08,0
claude_code,claude-sonnet-4-6,a07_jwt_none,M4,a07,0
gemini_cli,MiniMax-M2_7,a07_jwt_none,M4,a07,0
claude_code,MiniMax-M2_7,a07_jwt_none,M4,a07,1
claude_code,gemini-3-pro,a07_jwt_none,M4,a07,0
codex_cli,glm-5_1,a07_jwt_none,M4,a07,1
openhands,gemini-3-pro,a07_jwt_none,M4,a07,1
